Metric,Value
macTxDrop,0
macRxDrop,3965772
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,244653
dropTxing,105463
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,122648
dropPreambleDetectFailure,3442183
dropReceptionAbortedByTx,29
dropLSigFailure,736
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,49203
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,857
