Metric,Value
macTxDrop,0
macRxDrop,7621169
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2546438
dropTxing,237570
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,810930
dropPreambleDetectFailure,4002255
dropReceptionAbortedByTx,4
dropLSigFailure,3184
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,19573
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1215
