Metric,Value
macTxDrop,0
macRxDrop,8425042
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1930087
dropTxing,107832
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,846964
dropPreambleDetectFailure,5511751
dropReceptionAbortedByTx,9
dropLSigFailure,763
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,26466
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1170
