Metric,Value
macTxDrop,0
macRxDrop,18338141
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2857532
dropTxing,182912
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,457846
dropPreambleDetectFailure,14686791
dropReceptionAbortedByTx,3
dropLSigFailure,593
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,151925
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,539
