Metric,Value
macTxDrop,0
macRxDrop,21586389
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1960264
dropTxing,389331
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,492794
dropPreambleDetectFailure,18682356
dropReceptionAbortedByTx,13
dropLSigFailure,556
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,58847
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2228
