Metric,Value
macTxDrop,0
macRxDrop,16459265
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2039840
dropTxing,270456
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,968683
dropPreambleDetectFailure,13135049
dropReceptionAbortedByTx,42
dropLSigFailure,974
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,40899
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,3322
