Metric,Value
macTxDrop,0
macRxDrop,6292847
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,955377
dropTxing,226910
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,182462
dropPreambleDetectFailure,4900832
dropReceptionAbortedByTx,11
dropLSigFailure,1273
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,25371
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,611
