Metric,Value
macTxDrop,0
macRxDrop,4157506
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1042385
dropTxing,106121
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,396617
dropPreambleDetectFailure,2600422
dropReceptionAbortedByTx,18
dropLSigFailure,1829
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,9116
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,998
