Metric,Value
macTxDrop,0
macRxDrop,37095198
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3990133
dropTxing,331087
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,449411
dropPreambleDetectFailure,32263637
dropReceptionAbortedByTx,4
dropLSigFailure,240
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,59875
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,811
