Metric,Value
macTxDrop,0
macRxDrop,8711006
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1305714
dropTxing,169352
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,576588
dropPreambleDetectFailure,6572967
dropReceptionAbortedByTx,98
dropLSigFailure,3092
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,80829
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2366
