Metric,Value
macTxDrop,0
macRxDrop,9671714
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1418757
dropTxing,186143
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,153593
dropPreambleDetectFailure,7853700
dropReceptionAbortedByTx,15
dropLSigFailure,782
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,58126
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,598
