Metric,Value
macTxDrop,0
macRxDrop,7694250
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2383223
dropTxing,142151
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,954886
dropPreambleDetectFailure,4180644
dropReceptionAbortedByTx,33
dropLSigFailure,4117
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,27426
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1770
