Metric,Value
macTxDrop,0
macRxDrop,291261
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2551
dropTxing,2043
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,1240
dropPreambleDetectFailure,284186
dropReceptionAbortedByTx,1
dropLSigFailure,3
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,1230
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,7
