Metric,Value
macTxDrop,0
macRxDrop,4897456
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,738570
dropTxing,138643
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,156635
dropPreambleDetectFailure,3842319
dropReceptionAbortedByTx,5
dropLSigFailure,1964
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,18794
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,526
