Metric,Value
macTxDrop,0
macRxDrop,19907248
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,6226092
dropTxing,305434
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,556773
dropPreambleDetectFailure,12776641
dropReceptionAbortedByTx,12
dropLSigFailure,4251
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,37440
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,605
