Metric,Value
macTxDrop,0
macRxDrop,13582901
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1057501
dropTxing,166208
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,492714
dropPreambleDetectFailure,11833747
dropReceptionAbortedByTx,56
dropLSigFailure,904
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,29750
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2021
