Metric,Value
macTxDrop,0
macRxDrop,16864349
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2742141
dropTxing,196437
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,369220
dropPreambleDetectFailure,13446973
dropReceptionAbortedByTx,5
dropLSigFailure,803
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,108217
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,553
