Metric,Value
macTxDrop,0
macRxDrop,6464931
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1433656
dropTxing,211325
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,324891
dropPreambleDetectFailure,4480245
dropReceptionAbortedByTx,1
dropLSigFailure,4254
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,9789
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,770
