Metric,Value
macTxDrop,0
macRxDrop,7655334
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1556911
dropTxing,69359
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,831550
dropPreambleDetectFailure,5167331
dropReceptionAbortedByTx,3
dropLSigFailure,589
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,28848
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,743
