Metric,Value
macTxDrop,0
macRxDrop,6737818
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,800652
dropTxing,104745
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,334213
dropPreambleDetectFailure,5481971
dropReceptionAbortedByTx,41
dropLSigFailure,924
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,13965
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1307
