OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.0.3,10.1.0.166,0,1,10.1.0.3,10.1.0.166,9,5.002,299.188,1
10.1.0.2,10.1.1.15,0,1,10.1.0.2,10.1.1.15,17,5.005,300.505,1
10.1.0.4,10.1.0.56,0,1,10.1.0.4,10.1.0.56,6,5.005,299.546,1
10.1.0.5,10.1.1.36,0,1,10.1.0.5,10.1.1.36,14,5.007,300.831,1
10.1.0.1,10.1.1.35,0,1,10.1.0.1,10.1.1.35,14,5.008,300.968,1
10.1.0.6,10.1.1.2,0,1,10.1.0.6,10.1.1.2,10,5.01,293.67,1
10.1.0.6,10.1.1.2,0,2,10.1.0.6,10.1.1.2,0,5.242,-1,0
10.1.0.1,10.1.1.35,0,2,10.1.0.1,10.1.1.35,0,5.243,-1,0
10.1.0.4,10.1.0.56,0,2,10.1.0.4,10.1.0.56,0,5.244,-1,0
10.1.0.3,10.1.0.166,0,2,10.1.0.3,10.1.0.166,0,5.247,-1,0
10.1.0.2,10.1.1.15,0,2,10.1.0.2,10.1.1.15,0,5.248,-1,0
10.1.0.5,10.1.1.36,0,2,10.1.0.5,10.1.1.36,0,5.25,-1,0
10.1.0.33,10.1.0.61,0,1,10.1.0.33,10.1.0.61,0,5.28374,213.829,1
10.1.0.5,10.1.1.36,0,3,10.1.0.5,10.1.1.36,0,5.642,-1,0
10.1.0.6,10.1.1.2,0,3,10.1.0.6,10.1.1.2,0,5.642,-1,0
10.1.0.2,10.1.1.15,0,3,10.1.0.2,10.1.1.15,0,5.644,-1,0
10.1.0.1,10.1.1.35,0,3,10.1.0.1,10.1.1.35,0,5.65,-1,0
10.1.0.3,10.1.0.166,0,3,10.1.0.3,10.1.0.166,0,5.65,-1,0
10.1.0.2,10.1.1.15,0,4,10.1.0.2,10.1.1.15,0,6.204,-1,0
10.1.0.1,10.1.1.35,0,4,10.1.0.1,10.1.1.35,0,6.206,-1,0
10.1.0.5,10.1.1.36,0,4,10.1.0.5,10.1.1.36,0,6.208,-1,0
10.1.0.6,10.1.1.2,0,4,10.1.0.6,10.1.1.2,0,6.209,-1,0
10.1.0.189,10.1.0.23,0,1,10.1.0.189,10.1.0.23,2,6.25222,9.14253,1
10.1.0.148,10.1.0.232,0,1,10.1.0.148,10.1.0.232,3,6.29467,8.42904,1
10.1.1.18,10.1.0.212,0,1,10.1.1.18,10.1.0.212,4,6.32361,91.9079,1
10.1.0.148,10.1.0.146,0,2,10.1.0.148,10.1.0.146,1,6.32931,275.648,1
10.1.0.4,10.1.0.56,0,3,10.1.0.4,10.1.0.56,0,6.402,-1,0
10.1.0.93,10.1.0.3,0,1,10.1.0.93,10.1.0.3,3,6.69032,126.651,1
10.1.0.2,10.1.1.15,0,5,10.1.0.2,10.1.1.15,0,6.92,-1,0
10.1.0.6,10.1.1.2,0,5,10.1.0.6,10.1.1.2,0,6.925,-1,0
10.1.0.5,10.1.1.36,0,5,10.1.0.5,10.1.1.36,0,6.926,-1,0
10.1.0.1,10.1.1.35,0,5,10.1.0.1,10.1.1.35,0,6.93,-1,0
10.1.0.37,10.1.0.220,0,1,10.1.0.37,10.1.0.220,5,6.98754,72.2694,1
10.1.0.4,10.1.0.56,0,4,10.1.0.4,10.1.0.56,0,7.047,-1,0
10.1.0.194,10.1.0.23,0,1,10.1.0.194,10.1.0.23,2,7.12937,9.78755,1
10.1.0.227,10.1.0.56,0,1,10.1.0.227,10.1.0.56,3,7.19931,313.818,1
10.1.0.3,10.1.0.166,0,4,10.1.0.3,10.1.0.166,0,7.21,-1,0
10.1.0.33,10.1.0.190,0,2,10.1.0.33,10.1.0.190,5,7.31182,69.1804,1
10.1.1.33,10.1.0.217,0,1,10.1.1.33,10.1.0.217,1,7.37795,8.36567,1
10.1.0.230,10.1.0.112,0,1,10.1.0.230,10.1.0.112,4,7.38952,61.4898,1
10.1.0.4,10.1.0.56,0,5,10.1.0.4,10.1.0.56,0,7.401,-1,0
10.1.0.1,10.1.1.35,0,6,10.1.0.1,10.1.1.35,0,7.408,-1,0
10.1.0.194,10.1.0.115,0,2,10.1.0.194,10.1.0.115,5,7.43078,13.0211,1
10.1.0.209,10.1.0.3,0,1,10.1.0.209,10.1.0.3,5,7.77828,255.367,1
10.1.0.1,10.1.1.35,0,7,10.1.0.1,10.1.1.35,0,7.803,-1,0
10.1.0.2,10.1.1.15,0,6,10.1.0.2,10.1.1.15,0,7.807,-1,0
10.1.0.4,10.1.0.56,0,6,10.1.0.4,10.1.0.56,0,7.809,-1,0
10.1.0.10,10.1.0.52,0,1,10.1.0.10,10.1.0.52,4,7.82089,189.975,1
10.1.0.42,10.1.0.187,0,1,10.1.0.42,10.1.0.187,4,7.89969,266.349,1
10.1.0.2,10.1.1.15,0,7,10.1.0.2,10.1.1.15,0,8,-1,0
10.1.0.1,10.1.1.35,0,8,10.1.0.1,10.1.1.35,0,8.008,-1,0
10.1.0.37,10.1.0.228,0,2,10.1.0.37,10.1.0.228,1,8.0291,291.485,1
10.1.0.76,10.1.1.23,0,1,10.1.0.76,10.1.1.23,5,8.0388,236.268,1
10.1.0.178,10.1.0.76,0,1,10.1.0.178,10.1.0.76,3,8.0388,12.8993,1
10.1.0.244,10.1.0.178,0,1,10.1.0.244,10.1.0.178,4,8.04159,11.1066,1
10.1.0.82,10.1.1.30,0,1,10.1.0.82,10.1.1.30,1,8.10326,204.805,1
10.1.0.220,10.1.0.169,0,1,10.1.0.220,10.1.0.169,4,8.15837,159.755,1
10.1.0.95,10.1.0.56,0,1,10.1.0.95,10.1.0.56,5,8.16303,301.583,1
10.1.1.38,10.1.0.56,0,1,10.1.1.38,10.1.0.56,1,8.19306,184.137,1
10.1.0.95,10.1.0.47,0,2,10.1.0.95,10.1.0.47,1,8.19342,9.44043,1
10.1.0.4,10.1.0.56,0,7,10.1.0.4,10.1.0.56,0,8.2,-1,0
10.1.0.6,10.1.1.2,0,6,10.1.0.6,10.1.1.2,0,8.302,-1,0
10.1.1.23,10.1.0.132,0,1,10.1.1.23,10.1.0.132,7,8.32194,73.6098,1
10.1.0.194,10.1.1.38,0,3,10.1.0.194,10.1.1.38,4,8.34669,11.0572,1
10.1.0.145,10.1.1.2,0,1,10.1.0.145,10.1.1.2,1,8.3482,11.2707,1
10.1.0.128,10.1.0.156,0,1,10.1.0.128,10.1.0.156,5,8.3889,59.6664,1
10.1.0.4,10.1.0.56,0,8,10.1.0.4,10.1.0.56,0,8.407,-1,0
10.1.0.39,10.1.0.60,0,1,10.1.0.39,10.1.0.60,5,8.41883,317.885,1
10.1.0.42,10.1.0.105,0,2,10.1.0.42,10.1.0.105,4,8.421,197.699,1
10.1.0.39,10.1.0.113,0,2,10.1.0.39,10.1.0.113,1,8.42682,313.814,1
10.1.0.39,10.1.0.150,0,3,10.1.0.39,10.1.0.150,4,8.42953,224.295,1
10.1.0.251,10.1.0.5,0,1,10.1.0.251,10.1.0.5,3,8.43395,274.138,1
10.1.0.62,10.1.0.143,0,2,10.1.0.62,10.1.0.143,6,8.46295,196.883,1
10.1.0.62,10.1.1.44,0,1,10.1.0.62,10.1.1.44,6,8.47039,154.714,1
10.1.0.62,10.1.0.15,0,3,10.1.0.62,10.1.0.15,5,8.49783,290.649,1
10.1.0.62,10.1.0.151,0,4,10.1.0.62,10.1.0.151,3,8.51186,288.37,1
10.1.0.52,10.1.1.38,1,1,10.1.0.52,10.1.1.38,3,8.52151,11.2677,1
10.1.0.196,10.1.1.36,0,1,10.1.0.196,10.1.1.36,6,8.55548,295.231,1
10.1.0.194,10.1.0.47,0,4,10.1.0.194,10.1.0.47,4,8.57156,135.185,1
10.1.0.79,10.1.0.15,0,1,10.1.0.79,10.1.0.15,5,8.58726,253.876,1
10.1.0.131,10.1.0.187,0,1,10.1.0.131,10.1.0.187,3,8.59424,199.968,1
10.1.0.190,10.1.0.42,0,1,10.1.0.190,10.1.0.42,0,8.62579,-1,0
10.1.0.15,10.1.0.79,0,1,10.1.0.15,10.1.0.79,5,8.69818,252.297,1
10.1.0.4,10.1.0.56,0,9,10.1.0.4,10.1.0.56,0,8.707,-1,0
10.1.0.145,10.1.0.98,0,2,10.1.0.145,10.1.0.98,2,8.7157,312.928,1
10.1.0.90,10.1.0.173,0,1,10.1.0.90,10.1.0.173,0,8.73625,8.86242,1
10.1.1.18,10.1.0.45,0,2,10.1.1.18,10.1.0.45,6,8.77645,196.2,1
10.1.0.1,10.1.1.35,0,9,10.1.0.1,10.1.1.35,0,8.8,-1,0
10.1.0.96,10.1.0.30,0,1,10.1.0.96,10.1.0.30,3,8.80284,147.025,1
10.1.0.154,10.1.0.73,0,1,10.1.0.154,10.1.0.73,0,8.81287,-1,0
10.1.0.240,10.1.0.198,0,1,10.1.0.240,10.1.0.198,1,8.82865,16.5361,1
10.1.0.16,10.1.0.50,0,1,10.1.0.16,10.1.0.50,4,8.87377,15.7006,1
10.1.1.38,10.1.0.89,0,2,10.1.1.38,10.1.0.89,2,8.88916,87.1323,1
10.1.0.83,10.1.0.213,0,1,10.1.0.83,10.1.0.213,0,8.95666,8.96536,1
10.1.0.201,10.1.0.167,0,1,10.1.0.201,10.1.0.167,3,8.9696,150.37,1
10.1.0.145,10.1.0.115,0,3,10.1.0.145,10.1.0.115,1,8.99385,216.633,1
10.1.0.6,10.1.1.2,0,7,10.1.0.6,10.1.1.2,0,9.027,-1,0
10.1.0.2,10.1.1.15,0,8,10.1.0.2,10.1.1.15,0,9.04,-1,0
10.1.0.95,10.1.0.61,0,3,10.1.0.95,10.1.0.61,1,9.11025,72.6832,1
10.1.0.130,10.1.1.15,0,1,10.1.0.130,10.1.1.15,5,9.11267,12.1333,1
10.1.0.45,10.1.1.2,0,1,10.1.0.45,10.1.1.2,3,9.19368,86.1637,1
10.1.0.6,10.1.1.2,0,8,10.1.0.6,10.1.1.2,0,9.2,-1,0
10.1.0.3,10.1.0.166,0,5,10.1.0.3,10.1.0.166,0,9.206,-1,0
10.1.1.18,10.1.0.61,0,3,10.1.1.18,10.1.0.61,4,9.22491,151.183,1
10.1.0.3,10.1.0.166,0,6,10.1.0.3,10.1.0.166,0,9.303,-1,0
10.1.1.16,10.1.0.141,0,1,10.1.1.16,10.1.0.141,7,9.31342,60.389,1
10.1.0.79,10.1.1.36,0,2,10.1.0.79,10.1.1.36,3,9.38672,266.933,1
10.1.0.141,10.1.0.229,0,1,10.1.0.141,10.1.0.229,0,9.39723,9.52737,1
10.1.0.60,10.1.0.233,0,1,10.1.0.60,10.1.0.233,6,9.40714,240.727,1
10.1.0.60,10.1.1.10,0,2,10.1.0.60,10.1.1.10,1,9.41254,281.975,1
10.1.0.172,10.1.1.15,0,1,10.1.0.172,10.1.1.15,0,9.42596,11.4494,1
10.1.0.172,10.1.0.232,0,2,10.1.0.172,10.1.0.232,2,9.45183,9.50734,1
10.1.0.98,10.1.1.2,0,1,10.1.0.98,10.1.1.2,1,9.48548,11.36,1
10.1.0.4,10.1.0.56,0,10,10.1.0.4,10.1.0.56,0,9.504,-1,0
10.1.0.72,10.1.0.74,0,1,10.1.0.72,10.1.0.74,0,9.54626,239.734,1
10.1.0.227,10.1.0.56,0,2,10.1.0.227,10.1.0.56,0,9.54748,-1,0
10.1.0.61,10.1.0.47,0,1,10.1.0.61,10.1.0.47,4,9.57106,70.1385,1
10.1.0.6,10.1.1.2,0,9,10.1.0.6,10.1.1.2,0,9.608,-1,0
10.1.0.137,10.1.0.74,0,1,10.1.0.137,10.1.0.74,1,9.62944,9.64166,1
10.1.0.23,10.1.1.2,0,1,10.1.0.23,10.1.1.2,1,9.68517,247.365,1
10.1.0.61,10.1.0.187,0,2,10.1.0.61,10.1.0.187,1,9.70081,317.103,1
10.1.1.38,10.1.0.23,0,3,10.1.1.38,10.1.0.23,1,9.74076,161.743,1
10.1.0.23,10.1.0.121,0,2,10.1.0.23,10.1.0.121,0,9.7665,10.0517,1
10.1.1.16,10.1.1.35,0,2,10.1.1.16,10.1.1.35,5,9.7668,265.196,1
10.1.0.23,10.1.0.212,0,3,10.1.0.23,10.1.0.212,1,9.77715,10.2062,1
10.1.0.115,10.1.0.212,0,1,10.1.0.115,10.1.0.212,4,9.78068,198.051,1
10.1.0.79,10.1.1.44,0,3,10.1.0.79,10.1.1.44,1,9.8146,10.1515,1
10.1.0.100,10.1.0.227,0,1,10.1.0.100,10.1.0.227,4,9.85782,182.639,1
10.1.0.173,10.1.1.38,0,1,10.1.0.173,10.1.1.38,3,10.0005,174.826,1
10.1.0.152,10.1.0.6,0,1,10.1.0.152,10.1.0.6,16,10.0609,26.3867,1
10.1.0.244,10.1.1.19,0,2,10.1.0.244,10.1.1.19,4,10.0999,56.1102,1
10.1.0.4,10.1.0.56,0,11,10.1.0.4,10.1.0.56,0,10.105,-1,0
10.1.0.99,10.1.0.27,0,1,10.1.0.99,10.1.0.27,8,10.1898,142.878,1
10.1.0.220,10.1.1.2,0,2,10.1.0.220,10.1.1.2,1,10.2175,14.038,1
10.1.0.152,10.1.0.6,0,2,10.1.0.152,10.1.0.6,0,10.2882,-1,0
10.1.0.2,10.1.1.15,0,9,10.1.0.2,10.1.1.15,0,10.305,-1,0
10.1.0.193,10.1.0.20,0,1,10.1.0.193,10.1.0.20,4,10.3159,238.053,1
10.1.1.37,10.1.0.81,0,1,10.1.1.37,10.1.0.81,4,10.3166,18.1743,1
10.1.0.91,10.1.0.133,0,1,10.1.0.91,10.1.0.133,4,10.3266,312.644,1
10.1.0.145,10.1.0.207,0,4,10.1.0.145,10.1.0.207,0,10.3368,197.674,1
10.1.0.133,10.1.0.67,0,1,10.1.0.133,10.1.0.67,4,10.346,258.627,1
10.1.0.3,10.1.0.166,0,7,10.1.0.3,10.1.0.166,0,10.401,-1,0
10.1.0.39,10.1.0.234,0,4,10.1.0.39,10.1.0.234,0,10.4089,10.4598,1
10.1.0.189,10.1.0.169,0,2,10.1.0.189,10.1.0.169,2,10.4262,10.8526,1
10.1.0.241,10.1.1.11,0,1,10.1.0.241,10.1.1.11,7,10.4356,14.1564,1
10.1.0.240,10.1.0.152,0,2,10.1.0.240,10.1.0.152,0,10.4635,-1,0
10.1.1.21,10.1.0.93,0,1,10.1.1.21,10.1.0.93,3,10.4773,10.9887,1
10.1.0.145,10.1.0.151,0,5,10.1.0.145,10.1.0.151,3,10.4776,27.7257,1
10.1.0.200,10.1.0.51,0,1,10.1.0.200,10.1.0.51,0,10.4803,160.005,1
10.1.0.98,10.1.0.212,0,2,10.1.0.98,10.1.0.212,1,10.5034,10.5447,1
10.1.0.2,10.1.1.15,0,10,10.1.0.2,10.1.1.15,0,10.505,-1,0
10.1.0.5,10.1.1.36,0,6,10.1.0.5,10.1.1.36,0,10.508,-1,0
