Metric,Value
macTxDrop,0
macRxDrop,3821729
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,329516
dropTxing,98245
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,51290
dropPreambleDetectFailure,3320665
dropReceptionAbortedByTx,6
dropLSigFailure,102
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,21602
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,303
