Metric,Value
macTxDrop,0
macRxDrop,23301891
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,4803040
dropTxing,177300
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,640462
dropPreambleDetectFailure,17286525
dropReceptionAbortedByTx,4
dropLSigFailure,1165
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,392867
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,528
