Metric,Value
macTxDrop,0
macRxDrop,8572368
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2350611
dropTxing,205569
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,933961
dropPreambleDetectFailure,5043360
dropReceptionAbortedByTx,112
dropLSigFailure,5512
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,30341
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2902
