Metric,Value
macTxDrop,0
macRxDrop,1135770
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,45261
dropTxing,16520
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,10391
dropPreambleDetectFailure,1056301
dropReceptionAbortedByTx,2
dropLSigFailure,10
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,7222
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,63
