Metric,Value
macTxDrop,0
macRxDrop,18546807
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2939034
dropTxing,163537
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,343279
dropPreambleDetectFailure,15015781
dropReceptionAbortedByTx,9
dropLSigFailure,638
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,84106
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,423
