Metric,Value
macTxDrop,0
macRxDrop,9023378
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1960643
dropTxing,153799
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,807455
dropPreambleDetectFailure,6070452
dropReceptionAbortedByTx,21
dropLSigFailure,1025
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,28262
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1721
