Metric,Value
macTxDrop,0
macRxDrop,1603687
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,72536
dropTxing,28747
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,38401
dropPreambleDetectFailure,1449335
dropReceptionAbortedByTx,6
dropLSigFailure,85
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,14320
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,257
