Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,30834,9268,0,42
1,2950,0,36423,9180,92,37
2,2950,0,47188,10441,2,2
3,2950,0,33452,9482,0,22
4,2950,0,19377,10189,0,2
5,2950,0,27506,8739,92,20
6,0,0,42425,7246,0,7
7,0,0,34224,7486,0,121
8,0,0,26505,3101,0,0
9,0,0,21214,6137,0,38
10,0,0,36160,6583,0,70
11,0,0,33930,6399,0,54
12,0,0,35002,6682,0,61
13,0,0,38499,6860,0,85
14,0,0,24442,6783,0,14
15,0,0,27327,3841,0,0
16,0,1645,21107,5831,0,1
17,0,0,32068,7636,0,69
18,0,0,47490,7348,0,7
19,0,0,34597,4939,0,5
20,0,0,25926,6268,0,66
21,0,0,48068,6609,0,3
22,0,0,31508,4349,0,1
23,0,0,27752,6961,0,59
24,0,0,18606,5434,0,2
25,0,0,17220,6374,0,32
26,0,0,28850,3499,0,0
27,0,0,38033,6736,0,6
28,0,0,33790,6569,0,94
29,0,0,30664,6468,0,78
30,0,0,36155,7617,0,74
31,0,0,27324,3166,0,0
32,0,0,31559,7299,0,90
33,0,186,18743,4677,0,39
34,0,0,25603,6617,0,51
35,0,0,31921,8576,0,62
36,0,0,45909,6364,0,7
37,0,0,34045,8027,0,42
38,0,0,20177,5734,0,9
39,0,0,38121,7167,0,17
40,0,0,44557,6805,0,2
41,0,0,47371,6850,0,9
42,0,0,33040,8020,0,30
43,0,0,41967,6012,0,1
44,0,197,40247,4641,0,6
45,0,0,36162,8028,0,46
46,0,0,41852,5897,0,3
47,0,0,31537,8266,0,21
48,0,0,27025,3147,0,3
49,0,0,27521,4145,0,0
50,0,0,33477,4486,0,0
51,0,0,25416,2725,0,0
52,0,0,24543,6583,0,25
53,0,0,24660,2598,0,0
54,0,0,26654,4654,0,11
55,0,0,24638,7066,0,16
56,0,0,36139,6734,0,106
57,0,0,40555,7951,0,27
58,0,0,27015,3210,0,0
59,0,0,31022,6413,0,17
60,0,0,41972,6975,0,19
61,0,0,41935,6678,0,11
62,0,0,28525,4706,0,34
63,0,0,33584,6899,0,18
64,0,0,33711,7400,0,25
65,0,0,28230,5109,0,56
66,0,0,39013,6684,0,56
67,0,0,39318,7245,0,0
68,0,0,45882,6810,0,4
69,0,0,38287,6597,0,47
70,0,0,19328,6061,0,2
71,0,0,18129,4890,0,1
72,0,0,45274,7479,0,5
73,0,1931,38333,7054,0,13
74,0,0,24280,4463,0,2
75,0,0,29065,6446,0,28
76,0,0,23460,7004,0,1
77,0,0,32406,7575,0,55
78,0,0,43319,7356,0,17
79,0,0,30730,5269,0,13
80,0,0,23361,4757,0,35
81,0,0,31946,6267,0,25
82,0,0,42502,7054,0,11
83,0,0,26352,7274,0,67
84,0,0,39320,7332,0,77
85,0,0,33601,6570,0,30
86,0,0,39784,6992,0,22
87,0,0,27642,6287,0,36
88,0,0,34977,6787,0,67
89,0,0,29034,7613,0,14
90,0,0,27906,4922,0,11
91,0,0,24287,4556,0,0
92,0,0,27229,3600,0,0
93,0,744,29208,6206,0,54
94,0,0,28955,6888,0,80
95,0,0,24387,2604,0,0
96,0,0,39096,6895,0,62
97,0,0,28760,7275,0,85
98,0,0,16982,5027,0,5
99,0,238,23885,6468,0,18
