OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.1.4,10.1.1.94,0,1,10.1.1.4,10.1.1.94,2,5.003,165.497,1
10.1.1.1,10.1.1.45,0,1,10.1.1.1,10.1.1.45,9,5.006,300.267,1
10.1.1.2,10.1.1.100,0,1,10.1.1.2,10.1.1.100,7,5.009,300.369,1
10.1.1.6,10.1.1.34,0,1,10.1.1.6,10.1.1.34,10,5.009,300.161,1
10.1.1.2,10.1.1.100,0,2,10.1.1.2,10.1.1.100,0,5.245,-1,0
10.1.1.1,10.1.1.45,0,2,10.1.1.1,10.1.1.45,0,5.249,-1,0
10.1.1.6,10.1.1.34,0,2,10.1.1.6,10.1.1.34,0,5.249,-1,0
10.1.1.2,10.1.1.100,0,3,10.1.1.2,10.1.1.100,0,5.643,-1,0
10.1.1.6,10.1.1.34,0,3,10.1.1.6,10.1.1.34,0,5.647,-1,0
10.1.1.6,10.1.1.34,0,4,10.1.1.6,10.1.1.34,0,6.2,-1,0
10.1.1.56,10.1.1.42,0,1,10.1.1.56,10.1.1.42,7,6.27172,241.787,1
10.1.1.4,10.1.1.84,0,3,10.1.1.4,10.1.1.84,1,7.03073,175.473,1
10.1.1.4,10.1.1.95,0,2,10.1.1.4,10.1.1.95,2,7.03315,74.4316,1
10.1.1.1,10.1.1.45,0,3,10.1.1.1,10.1.1.45,0,7.105,-1,0
10.1.1.35,10.1.1.4,0,1,10.1.1.35,10.1.1.4,4,7.12692,8.22893,1
10.1.1.83,10.1.1.47,0,1,10.1.1.83,10.1.1.47,1,7.18528,311.564,1
10.1.1.4,10.1.1.35,0,4,10.1.1.4,10.1.1.35,3,7.18852,10.3026,1
10.1.1.4,10.1.1.94,0,5,10.1.1.4,10.1.1.94,0,7.204,-1,0
10.1.1.83,10.1.1.69,0,2,10.1.1.83,10.1.1.69,1,7.23962,268.691,1
10.1.1.2,10.1.1.100,0,4,10.1.1.2,10.1.1.100,0,7.31,-1,0
