Metric,Value
macTxDrop,0
macRxDrop,21772833
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,2687614
dropTxing,478921
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,778489
dropPreambleDetectFailure,17789472
dropReceptionAbortedByTx,11
dropLSigFailure,547
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,35495
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,2284
