Metric,Value
macTxDrop,0
macRxDrop,3148780
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,429747
dropTxing,126436
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,73793
dropPreambleDetectFailure,2498563
dropReceptionAbortedByTx,11
dropLSigFailure,818
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,19031
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,381
