Metric,Value
macTxDrop,0
macRxDrop,18368686
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,3606036
dropTxing,263008
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,340170
dropPreambleDetectFailure,14121583
dropReceptionAbortedByTx,10
dropLSigFailure,2632
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,34781
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,466
