Metric,Value
macTxDrop,0
macRxDrop,9071188
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1630455
dropTxing,148615
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,644939
dropPreambleDetectFailure,6592238
dropReceptionAbortedByTx,39
dropLSigFailure,1794
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,51297
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1811
