Metric,Value
macTxDrop,0
macRxDrop,32879524
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,4798239
dropTxing,328944
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,545522
dropPreambleDetectFailure,26882976
dropReceptionAbortedByTx,2
dropLSigFailure,357
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,322840
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,644
