Metric,Value
macTxDrop,0
macRxDrop,3069338
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,328303
dropTxing,149270
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,57534
dropPreambleDetectFailure,2519822
dropReceptionAbortedByTx,9
dropLSigFailure,400
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,13639
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,361
