Metric,Value
macTxDrop,0
macRxDrop,1493052
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,45140
dropTxing,17607
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,19296
dropPreambleDetectFailure,1400270
dropReceptionAbortedByTx,2
dropLSigFailure,29
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,10565
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,143
