Metric,Value
macTxDrop,0
macRxDrop,5627047
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,280622
dropTxing,62284
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,66357
dropPreambleDetectFailure,5182124
dropReceptionAbortedByTx,4
dropLSigFailure,176
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,35259
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,221
