Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,2271,3497,0,0
1,2950,0,1200,3236,0,0
2,2950,0,1440,3228,0,0
3,2950,0,1671,3346,0,0
4,2950,0,2023,3534,0,0
5,2950,0,1980,3376,0,0
6,0,105,2761,356,0,0
7,0,0,1374,282,0,0
8,0,0,3868,358,0,0
9,0,0,565,230,0,0
10,0,0,812,198,0,0
11,0,0,1648,437,0,0
12,0,0,1126,361,0,0
13,0,0,2681,908,0,0
14,0,0,3045,536,0,0
15,0,0,3012,1049,0,0
16,0,0,1454,329,0,0
17,0,0,4446,1086,0,0
18,0,0,2942,1354,0,0
19,0,0,3649,292,0,0
20,0,0,4353,345,0,0
21,0,367,3784,892,0,0
22,0,0,3885,294,0,0
23,0,0,1134,356,0,0
24,0,0,1494,331,0,0
25,0,0,1594,371,0,0
26,0,0,2529,565,0,0
27,0,0,4034,465,0,0
28,0,0,2591,1046,0,0
29,0,0,2910,299,0,0
30,0,0,3309,481,0,0
31,0,0,1143,260,0,0
32,0,0,3959,499,0,0
33,0,0,1263,190,0,0
34,0,0,1627,622,0,0
35,0,0,3133,377,0,0
36,0,0,3014,619,0,0
37,0,0,1415,464,0,0
38,0,0,1703,639,0,0
39,0,0,2865,1076,0,0
40,0,0,3126,308,0,0
41,0,0,4140,395,0,0
42,0,0,882,256,0,0
43,0,0,1231,239,0,0
44,0,0,3362,261,0,0
45,0,1339,3359,659,0,0
46,0,0,3630,288,0,0
47,0,0,3655,507,0,0
48,0,0,1402,601,0,0
49,0,0,2248,374,0,0
50,0,0,4623,306,0,0
51,0,0,4121,319,0,0
52,0,0,1524,420,0,0
53,0,0,2688,942,0,0
54,0,0,1224,243,0,0
55,0,0,3491,1099,0,0
56,0,322,1479,256,0,0
57,0,0,4768,286,0,0
58,0,0,1045,226,0,0
59,0,0,3749,311,0,0
60,0,0,3368,244,0,0
61,0,0,1498,437,0,0
62,0,0,4042,290,0,0
63,0,0,2150,285,0,0
64,0,0,4402,373,0,0
65,0,0,3595,283,0,0
66,0,0,1051,293,0,0
67,0,0,3791,325,0,0
68,0,0,3451,284,0,0
69,0,0,4118,275,0,0
70,0,0,3981,405,0,0
71,0,0,1753,671,0,0
72,0,0,2765,400,0,0
73,0,0,2476,855,0,0
74,0,0,4700,320,0,0
75,0,0,4457,359,0,0
76,0,0,1921,506,0,0
77,0,0,1590,321,0,0
78,0,0,3793,568,0,0
79,0,0,3159,663,0,0
80,0,0,2417,811,0,0
81,0,0,4477,374,0,0
82,0,0,3418,249,0,0
83,0,0,4639,354,0,0
84,0,0,3448,424,0,0
85,0,0,2231,600,0,0
86,0,0,3203,1003,0,0
87,0,0,2516,547,0,0
88,0,0,3897,292,0,0
89,0,0,1133,291,0,0
90,0,0,2524,603,0,0
91,0,0,2806,491,0,0
92,0,0,3307,405,0,0
93,0,4,1175,230,0,0
94,0,144,2715,424,0,0
95,0,0,3107,383,0,0
96,0,0,4557,372,0,0
97,0,0,1649,343,0,0
98,0,0,2221,660,0,0
99,0,0,2615,468,0,0
