Metric,Value
macTxDrop,0
macRxDrop,7916839
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,295487
dropTxing,89427
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,60809
dropPreambleDetectFailure,7453585
dropReceptionAbortedByTx,4
dropLSigFailure,126
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,17100
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,301
