Metric,Value
macTxDrop,0
macRxDrop,4747403
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,796355
dropTxing,189148
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,144366
dropPreambleDetectFailure,3603637
dropReceptionAbortedByTx,7
dropLSigFailure,1367
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,11910
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,613
