Metric,Value
macTxDrop,0
macRxDrop,8239601
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1218108
dropTxing,232747
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,268117
dropPreambleDetectFailure,6475741
dropReceptionAbortedByTx,29
dropLSigFailure,1213
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,42514
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1132
