Node, AppTx, AppRx, DeviceTx, DeviceRx, PacketsDroppedRerr, PacketsDroppedNoRoute
0,2950,0,49628,10584,0,0
1,2950,0,78258,11452,0,0
2,2950,0,74114,10780,0,0
3,2950,0,28951,10027,0,0
4,2950,0,44551,10924,0,0
5,2950,0,39017,10667,0,0
6,0,0,56449,8034,0,0
7,0,0,43948,8110,0,0
8,0,0,86290,8035,0,0
9,0,0,30017,7158,0,7
10,0,0,65271,8370,0,0
11,0,0,64254,8241,0,0
12,0,0,42739,7885,0,0
13,0,0,62214,8419,0,0
14,0,112,34418,7969,0,0
15,0,0,72737,8401,0,0
16,0,0,24727,7080,0,0
17,0,0,73150,8360,0,0
18,0,0,68139,7798,0,0
19,0,0,56576,8235,0,0
20,0,0,78082,7551,0,0
21,0,624,35553,7736,0,0
22,0,0,77404,7684,0,0
23,0,0,70545,8052,0,0
24,0,0,62949,8177,0,0
25,0,0,44881,7977,0,0
26,0,0,67383,7915,0,0
27,0,0,74690,8512,0,0
28,0,0,60290,7875,0,0
29,0,0,74059,7635,0,0
30,0,0,62660,8444,0,0
31,0,0,81214,7787,0,0
32,0,0,79720,8309,0,0
33,0,0,53621,8113,0,0
34,0,0,70720,8111,0,0
35,0,0,60837,8254,0,0
36,0,0,80195,8339,0,0
37,0,0,46096,8250,0,0
38,0,0,59676,8066,0,0
39,0,0,81001,8654,0,0
40,0,0,86168,7775,0,0
41,0,0,62296,8144,0,0
42,0,0,64779,8705,0,0
43,0,0,57147,7781,0,0
44,0,0,50235,8267,0,0
45,0,0,71296,8194,0,0
46,0,23,67009,7705,0,0
47,0,0,52940,8989,0,0
48,0,0,61762,8267,0,0
49,0,0,79592,8322,0,0
50,0,0,46380,8265,0,0
51,0,0,76149,8068,0,0
52,0,0,83187,7543,0,0
53,0,0,37421,7780,0,0
54,0,0,82580,8167,0,0
55,0,0,82378,7741,0,0
56,0,0,63563,7963,0,0
57,0,0,63139,8457,0,0
58,0,0,80234,7808,0,0
59,0,0,52987,8265,0,0
60,0,0,73421,7859,0,0
61,0,0,79320,8142,0,0
62,0,0,71343,8580,0,0
63,0,0,72239,8077,0,0
64,0,0,70801,8356,0,0
65,0,0,74137,8203,0,0
66,0,0,77647,7710,0,0
67,0,0,59973,8025,0,0
68,0,0,46158,8052,0,0
69,0,0,58925,8270,0,0
70,0,0,38826,7624,0,0
71,0,0,40925,8260,0,0
72,0,0,38648,7967,0,0
73,0,0,78994,7673,0,0
74,0,0,59532,7615,0,0
75,0,0,71292,8544,0,0
76,0,0,45909,8070,0,0
77,0,0,61470,7609,0,0
78,0,0,46006,8079,0,0
79,0,0,65029,8185,0,0
80,0,0,44290,8123,0,0
81,0,0,67896,8292,0,0
82,0,0,63833,7655,0,0
83,0,0,67111,8437,0,0
84,0,70,57772,8071,0,0
85,0,0,43213,8152,0,0
86,0,0,49724,8294,0,1
87,0,0,46735,7602,0,0
88,0,0,76192,7812,0,0
89,0,0,49169,8935,0,0
90,0,0,72430,8270,0,0
91,0,0,87998,7616,0,0
92,0,0,42968,7721,0,0
93,0,0,78788,8004,0,0
94,0,0,54033,8133,0,0
95,0,0,78403,7616,0,0
96,0,0,82327,8392,0,0
97,0,0,49096,8123,0,0
98,0,0,86072,7609,0,0
99,0,0,50418,7997,0,0
100,0,0,56035,8104,0,0
101,0,0,49336,8425,0,0
102,0,0,57345,8390,0,0
103,0,0,72830,8301,0,0
104,0,0,76752,8429,0,0
105,0,0,66201,7829,0,0
106,0,0,76387,7811,0,0
107,0,45,60509,8205,0,0
108,0,0,73324,7845,0,0
109,0,0,63207,8426,0,0
110,0,0,71705,8032,0,0
111,0,0,52704,7991,0,0
112,0,0,44530,7870,0,0
113,0,0,71226,8344,0,0
114,0,0,76219,8331,0,0
115,0,0,84553,7643,0,0
116,0,0,72788,8241,0,0
117,0,0,78020,7929,0,0
118,0,0,70464,8450,0,0
119,0,0,86896,7683,0,0
120,0,0,46753,8476,0,0
121,0,0,75434,8169,0,0
122,0,0,75591,8606,0,0
123,0,0,84018,8062,0,0
124,0,0,23752,6560,0,0
125,0,0,50283,8254,0,0
126,0,168,85299,7826,0,0
127,0,0,64256,7652,0,0
128,0,0,52346,7838,0,0
129,0,0,54810,8263,0,0
130,0,0,54811,8502,0,0
131,0,0,31996,7634,0,0
132,0,0,43187,8079,0,0
133,0,0,77833,7691,0,0
134,0,0,52936,7721,0,0
135,0,0,76043,7955,0,0
136,0,0,78466,8120,0,0
137,0,0,93774,7765,0,0
138,0,0,72674,8308,0,0
139,0,0,64711,8159,0,0
140,0,0,84724,8548,0,0
141,0,0,81116,7638,0,0
142,0,0,61891,8295,0,0
143,0,0,44618,8011,0,0
144,0,0,61554,8269,0,0
145,0,0,78258,8028,0,0
146,0,0,83741,7623,0,0
147,0,0,76787,7750,0,0
148,0,0,72496,8180,0,0
149,0,0,64410,8383,0,0
