Metric,Value
macTxDrop,0
macRxDrop,8088148
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1726087
dropTxing,266706
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,404548
dropPreambleDetectFailure,5676005
dropReceptionAbortedByTx,1
dropLSigFailure,3821
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,9995
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,985
