Metric,Value
macTxDrop,0
macRxDrop,15471069
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1333266
dropTxing,312901
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,320324
dropPreambleDetectFailure,13475596
dropReceptionAbortedByTx,4
dropLSigFailure,274
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,27299
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1405
