Metric,Value
macTxDrop,0
macRxDrop,8056547
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,598253
dropTxing,94360
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,101981
dropPreambleDetectFailure,7234756
dropReceptionAbortedByTx,10
dropLSigFailure,617
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,26168
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,402
