Metric,Value
macTxDrop,0
macRxDrop,726096
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,105349
dropTxing,10626
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,115859
dropPreambleDetectFailure,488359
dropReceptionAbortedByTx,0
dropLSigFailure,79
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,5644
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,180
