OriginIP,DestIP,DestSeqNo,RREQId,SourceIP,DestinationIP,hopCount,TimeRREQ,TimeRREP,routeFound
10.1.0.4,10.1.1.211,0,1,10.1.0.4,10.1.1.211,11,5.001,300.471,1
10.1.0.6,10.1.0.154,0,1,10.1.0.6,10.1.0.154,4,5.003,300.817,1
10.1.0.1,10.1.0.211,0,1,10.1.0.1,10.1.0.211,11,5.005,244.885,1
10.1.0.3,10.1.1.106,0,1,10.1.0.3,10.1.1.106,4,5.007,276.029,1
10.1.0.5,10.1.0.68,0,1,10.1.0.5,10.1.0.68,11,5.01,294.072,1
10.1.0.3,10.1.1.106,0,2,10.1.0.3,10.1.1.106,0,5.2,-1,0
10.1.0.5,10.1.0.68,0,2,10.1.0.5,10.1.0.68,0,5.246,-1,0
10.1.0.1,10.1.0.211,0,2,10.1.0.1,10.1.0.211,0,5.247,-1,0
10.1.0.6,10.1.0.154,0,2,10.1.0.6,10.1.0.154,0,5.249,-1,0
10.1.0.202,10.1.0.36,0,1,10.1.0.202,10.1.0.36,5,5.25587,185.995,1
10.1.1.226,10.1.1.223,0,1,10.1.1.226,10.1.1.223,3,5.41931,253.537,1
10.1.0.5,10.1.0.68,0,3,10.1.0.5,10.1.0.68,0,5.641,-1,0
10.1.0.1,10.1.0.211,0,3,10.1.0.1,10.1.0.211,0,5.646,-1,0
10.1.0.1,10.1.0.211,0,4,10.1.0.1,10.1.0.211,0,6.206,-1,0
10.1.0.5,10.1.0.68,0,4,10.1.0.5,10.1.0.68,0,6.206,-1,0
10.1.0.17,10.1.1.36,0,1,10.1.0.17,10.1.1.36,1,6.2407,9.24058,1
10.1.1.226,10.1.1.149,0,2,10.1.1.226,10.1.1.149,2,6.26469,218.717,1
10.1.1.188,10.1.1.1,0,1,10.1.1.188,10.1.1.1,2,6.27351,9.11831,1
10.1.0.2,10.1.1.243,0,1,10.1.0.2,10.1.1.243,4,6.301,300.813,1
10.1.0.3,10.1.1.106,0,3,10.1.0.3,10.1.1.106,0,6.301,-1,0
10.1.1.226,10.1.1.155,0,3,10.1.1.226,10.1.1.155,2,6.3219,9.57436,1
10.1.0.95,10.1.1.17,0,1,10.1.0.95,10.1.1.17,1,6.35442,7.75095,1
10.1.0.158,10.1.1.149,0,1,10.1.0.158,10.1.1.149,5,6.38642,245.899,1
10.1.0.7,10.1.1.34,0,1,10.1.0.7,10.1.1.34,1,6.45233,9.5116,1
10.1.1.139,10.1.0.203,0,1,10.1.1.139,10.1.0.203,4,6.46957,10.857,1
10.1.1.35,10.1.0.203,0,1,10.1.1.35,10.1.0.203,1,6.48259,6.57629,1
10.1.1.85,10.1.0.203,0,1,10.1.1.85,10.1.0.203,4,6.49208,10.4506,1
10.1.0.203,10.1.0.104,0,1,10.1.0.203,10.1.0.104,3,6.50054,190.982,1
10.1.0.14,10.1.0.35,0,1,10.1.0.14,10.1.0.35,3,6.55584,122.248,1
10.1.0.2,10.1.1.243,0,2,10.1.0.2,10.1.1.243,0,6.702,-1,0
10.1.1.139,10.1.1.155,0,2,10.1.1.139,10.1.1.155,2,6.7327,7.09888,1
10.1.1.226,10.1.1.243,0,4,10.1.1.226,10.1.1.243,2,6.73537,7.52661,1
10.1.0.7,10.1.1.96,0,2,10.1.0.7,10.1.1.96,4,6.74318,270.676,1
10.1.0.151,10.1.0.104,0,1,10.1.0.151,10.1.0.104,4,6.75552,261.514,1
10.1.1.177,10.1.0.147,0,1,10.1.1.177,10.1.0.147,5,6.84751,53.5271,1
10.1.0.3,10.1.1.106,0,4,10.1.0.3,10.1.1.106,0,6.86,-1,0
10.1.1.149,10.1.1.96,0,1,10.1.1.149,10.1.1.96,3,6.88099,10.6883,1
10.1.0.5,10.1.0.68,0,5,10.1.0.5,10.1.0.68,0,6.92,-1,0
10.1.0.1,10.1.0.211,0,5,10.1.0.1,10.1.0.211,0,6.928,-1,0
10.1.1.73,10.1.0.83,0,1,10.1.1.73,10.1.0.83,4,6.93173,38.8662,1
10.1.1.108,10.1.1.55,0,1,10.1.1.108,10.1.1.55,3,7.01235,213.906,1
10.1.0.111,10.1.1.184,0,1,10.1.0.111,10.1.1.184,2,7.01517,170.726,1
10.1.1.108,10.1.0.165,0,2,10.1.1.108,10.1.0.165,1,7.02475,8.6866,1
10.1.1.108,10.1.0.145,0,3,10.1.1.108,10.1.0.145,3,7.05492,213.541,1
10.1.1.149,10.1.1.155,0,2,10.1.1.149,10.1.1.155,1,7.06351,135.869,1
10.1.1.108,10.1.1.22,0,4,10.1.1.108,10.1.1.22,2,7.07115,7.40228,1
10.1.1.163,10.1.1.155,0,1,10.1.1.163,10.1.1.155,0,7.07432,12.7823,1
10.1.1.108,10.1.1.23,0,5,10.1.1.108,10.1.1.23,3,7.09627,168.353,1
10.1.1.192,10.1.1.106,0,1,10.1.1.192,10.1.1.106,0,7.14842,211.788,1
10.1.0.4,10.1.0.205,0,2,10.1.0.4,10.1.0.205,3,7.15531,12.182,1
10.1.1.149,10.1.1.206,0,3,10.1.1.149,10.1.1.206,2,7.16027,129.334,1
10.1.1.238,10.1.0.95,0,1,10.1.1.238,10.1.0.95,4,7.19021,11.5768,1
10.1.1.108,10.1.0.176,0,6,10.1.1.108,10.1.0.176,1,7.1956,7.89843,1
10.1.0.252,10.1.1.96,0,1,10.1.0.252,10.1.1.96,2,7.20338,10.3966,1
10.1.0.96,10.1.0.171,0,1,10.1.0.96,10.1.0.171,4,7.20434,316.446,1
10.1.0.96,10.1.0.146,0,2,10.1.0.96,10.1.0.146,3,7.20731,135.156,1
10.1.0.96,10.1.1.203,0,3,10.1.0.96,10.1.1.203,1,7.20855,8.26248,1
10.1.0.158,10.1.0.176,0,2,10.1.0.158,10.1.0.176,2,7.22543,9.7169,1
10.1.1.207,10.1.0.112,0,1,10.1.1.207,10.1.0.112,2,7.26549,10.9336,1
10.1.1.175,10.1.0.243,0,1,10.1.1.175,10.1.0.243,0,7.2874,7.31942,1
10.1.0.83,10.1.0.73,0,1,10.1.0.83,10.1.0.73,0,7.28839,8.67064,1
10.1.0.17,10.1.0.117,0,2,10.1.0.17,10.1.0.117,5,7.30037,125.759,1
10.1.0.209,10.1.1.76,0,1,10.1.0.209,10.1.1.76,2,7.31281,8.39792,1
10.1.1.1,10.1.0.36,0,1,10.1.1.1,10.1.0.36,3,7.31461,9.84134,1
10.1.0.166,10.1.0.107,0,1,10.1.0.166,10.1.0.107,0,7.33193,7.77662,1
10.1.0.114,10.1.0.27,0,1,10.1.0.114,10.1.0.27,2,7.33532,10.126,1
10.1.0.33,10.1.0.39,0,1,10.1.0.33,10.1.0.39,0,7.35423,7.38896,1
10.1.1.177,10.1.1.206,0,2,10.1.1.177,10.1.1.206,0,7.36409,214.029,1
10.1.1.108,10.1.0.223,0,7,10.1.1.108,10.1.0.223,0,7.37373,7.6119,1
10.1.0.36,10.1.1.106,0,1,10.1.0.36,10.1.1.106,2,7.3783,134.539,1
10.1.0.21,10.1.0.202,0,1,10.1.0.21,10.1.0.202,2,7.3945,8.753,1
10.1.0.161,10.1.1.203,0,1,10.1.0.161,10.1.1.203,2,7.39958,9.01876,1
10.1.0.87,10.1.0.22,0,1,10.1.0.87,10.1.0.22,1,7.40221,8.33542,1
10.1.0.218,10.1.1.206,0,1,10.1.0.218,10.1.1.206,1,7.40497,9.86558,1
10.1.0.34,10.1.1.155,0,1,10.1.0.34,10.1.1.155,3,7.40745,288.504,1
10.1.0.111,10.1.1.184,0,2,10.1.0.111,10.1.1.184,0,7.41417,-1,0
10.1.1.173,10.1.0.92,0,1,10.1.1.173,10.1.0.92,3,7.42976,10.2595,1
10.1.1.238,10.1.1.206,0,2,10.1.1.238,10.1.1.206,1,7.43306,8.7119,1
10.1.1.207,10.1.1.214,0,2,10.1.1.207,10.1.1.214,2,7.43516,10.2863,1
10.1.1.80,10.1.0.202,0,1,10.1.1.80,10.1.0.202,4,7.43967,9.02031,1
10.1.1.207,10.1.1.58,0,4,10.1.1.207,10.1.1.58,1,7.4411,10.8169,1
10.1.1.207,10.1.1.217,0,3,10.1.1.207,10.1.1.217,2,7.44254,10.2826,1
10.1.1.207,10.1.1.146,0,5,10.1.1.207,10.1.1.146,1,7.44958,7.53591,1
10.1.0.34,10.1.0.147,0,2,10.1.0.34,10.1.0.147,1,7.45257,182.815,1
10.1.1.149,10.1.1.221,0,4,10.1.1.149,10.1.1.221,3,7.47455,62.3346,1
10.1.1.139,10.1.1.13,0,3,10.1.1.139,10.1.1.13,1,7.48423,227.839,1
10.1.0.152,10.1.1.41,0,1,10.1.0.152,10.1.1.41,0,7.50405,7.51093,1
10.1.1.12,10.1.1.97,0,1,10.1.1.12,10.1.1.97,2,7.50505,7.61919,1
10.1.0.195,10.1.1.75,0,1,10.1.0.195,10.1.1.75,0,7.51189,7.56744,1
10.1.0.21,10.1.1.82,0,2,10.1.0.21,10.1.1.82,0,7.512,71.4916,1
10.1.0.224,10.1.0.145,0,1,10.1.0.224,10.1.0.145,2,7.51269,8.17958,1
10.1.0.231,10.1.0.233,0,1,10.1.0.231,10.1.0.233,0,7.51289,7.53481,1
10.1.0.224,10.1.1.55,0,2,10.1.0.224,10.1.1.55,1,7.53311,7.9833,1
10.1.1.207,10.1.1.145,0,6,10.1.1.207,10.1.1.145,1,7.53806,9.97413,1
10.1.1.173,10.1.1.56,0,2,10.1.1.173,10.1.1.56,3,7.54214,8.94774,1
10.1.0.224,10.1.0.165,0,3,10.1.0.224,10.1.0.165,0,7.54547,251.857,1
10.1.1.207,10.1.1.84,0,7,10.1.1.207,10.1.1.84,3,7.55158,10.4279,1
10.1.1.218,10.1.0.160,0,1,10.1.1.218,10.1.0.160,1,7.55161,10.6071,1
10.1.1.149,10.1.1.206,0,5,10.1.1.149,10.1.1.206,0,7.56027,-1,0
10.1.1.207,10.1.0.254,0,8,10.1.1.207,10.1.0.254,0,7.5616,7.87162,1
10.1.0.162,10.1.1.136,0,1,10.1.0.162,10.1.1.136,0,7.57569,7.57804,1
10.1.1.177,10.1.1.221,0,3,10.1.1.177,10.1.1.221,4,7.57968,228.398,1
10.1.0.3,10.1.1.106,0,5,10.1.0.3,10.1.1.106,0,7.584,-1,0
10.1.1.238,10.1.0.95,0,3,10.1.1.238,10.1.0.95,0,7.58621,-1,0
10.1.1.240,10.1.1.87,0,1,10.1.1.240,10.1.1.87,7,7.59115,276.836,1
10.1.0.74,10.1.1.126,0,1,10.1.0.74,10.1.1.126,1,7.59315,85.0823,1
10.1.0.176,10.1.1.243,0,1,10.1.0.176,10.1.1.243,1,7.59451,9.55193,1
10.1.0.252,10.1.1.96,0,2,10.1.0.252,10.1.1.96,0,7.60238,-1,0
10.1.0.144,10.1.1.59,0,1,10.1.0.144,10.1.1.59,1,7.60629,7.68919,1
10.1.0.61,10.1.1.80,1,1,10.1.0.61,10.1.1.80,3,7.63069,8.64489,1
10.1.0.35,10.1.0.104,0,1,10.1.0.35,10.1.0.104,1,7.63395,8.43411,1
