Metric,Value
macTxDrop,0
macRxDrop,3653845
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1050323
dropTxing,77260
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,422433
dropPreambleDetectFailure,2093545
dropReceptionAbortedByTx,11
dropLSigFailure,2412
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,7199
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,662
