Metric,Value
macTxDrop,0
macRxDrop,9363179
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1253539
dropTxing,150220
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,186505
dropPreambleDetectFailure,7663819
dropReceptionAbortedByTx,10
dropLSigFailure,201
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,108532
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,353
