Metric,Value
macTxDrop,0
macRxDrop,8815338
dropUnsupportedSettings,0
dropChannelSwitching,0
dropRxing,1969582
dropTxing,143528
dropSleeping,0
dropPoweredOff,0
dropTruncatedTx,0
dropBusyDecodingPreamble,820983
dropPreambleDetectFailure,5843879
dropReceptionAbortedByTx,28
dropLSigFailure,1371
dropHtSigFailure,0
dropSigAFailure,0
dropSigBFailure,0
dropUSigFailure,0
dropEhtSigFailure,0
dropPreambleDetectionPacketSwitch,34289
dropFrameCapturePacketSwitch,0
dropObssPdCcaReset,0
dropPpduTooLate,0
dropFiltered,0
dropDmgHeaderFailure,0
dropDmgAllocationEnded,0
dropUnknown,1678
